Country Name,Country Code,Series Name,Series Code,2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Iran, Islamic Rep.",IRN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,82.44120026,82.33132172,..,82.96230316,..,..,..,83.62599182,84.62680054,84.70523834,..,85.54425049,..,..,..,..
"Iran, Islamic Rep.",IRN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,97.43153381,96.64370728,..,97.87142944,..,..,..,98.01439667,97.77729797,97.93786621,..,98.10134888,..,..,..,..
"Iran, Islamic Rep.",IRN,"Compulsory education, duration (years)",SE.COM.DURS,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9
"Iran, Islamic Rep.",IRN,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,..,..,..,..,..,..,..,..,95.25955963,93.50113678,95.80325317,95.89134979,95.7437973,95.12245941,94.14147949,..
"Iran, Islamic Rep.",IRN,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,..,..,..,..,14.8149004,16.3200798,16.86667061,..,18.17661095,..,..,..,..
"Iran, Islamic Rep.",IRN,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,..,67.94203949,..,60.12892151,..,62.48841858,..,64.70646667,67.73120117,68.47985077,..,69.83145905,..,..,..,..
"Iran, Islamic Rep.",IRN,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.PO.ZS,..,16.76836967,..,15.76646042,..,18.53013992,..,19.79870033,21.31421089,21.72995949,..,23.06212044,..,..,..,..
"Iran, Islamic Rep.",IRN,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Iran, Islamic Rep.",IRN,"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",SE.TER.CUAT.ST.ZS,..,16.17399025,..,15.76646042,..,18.53013992,..,19.79870033,21.31421089,21.72995949,..,23.06212044,..,..,..,..
"Iran, Islamic Rep.",IRN,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..,43.35366058,..,39.13467026,..,42.48559189,..,44.23712158,46.3118515,46.95283127,..,48.38576889,..,..,..,..
"Iran, Islamic Rep.",IRN,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.MS.ZS,..,..,..,..,..,..,..,2.778789997,3.209389925,3.63906002,..,4.457920074,..,..,..,..
"Iran, Islamic Rep.",IRN,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,..,..,..,..,..,..,..,0.223340005,0.298920006,0.286390007,..,0.367540002,..,..,..,..
"Iran, Islamic Rep.",IRN,Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,22.43949,28.393,28.67484,27.86351,25.40941,24.68077,27.21379,25.4062,26.2146,26.88802,26.73435,28.85249,30.12441,33.07452,..,..
"Iran, Islamic Rep.",IRN,Expenditure on secondary education (% of government expenditure on education),SE.XPD.SECO.ZS,34.6242,46.84861,48.16099,48.88658,49.40769,49.18235,39.27918,41.42852,45.30434,39.66764,37.88715,36.52996,33.03826,34.40004,..,..
"Iran, Islamic Rep.",IRN,Expenditure on tertiary education (% of government expenditure on education),SE.XPD.TERT.ZS,15.35867,20.59545,20.37027,20.6675,22.02841,21.357,27.23287,27.6329,22.942,28.00192,29.39239,29.82631,32.63151,28.23956,..,..
"Iran, Islamic Rep.",IRN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.056509972,4.289989948,4.596809864,3.913759947,3.842449903,3.709180117,3.484970093,3.168590069,3.06795001,2.801350117,2.797389984,3.365760088,3.790400028,3.955359936,3.663199902,..
Ukraine,UKR,"School enrollment, secondary (% gross)",SE.SEC.ENRR,95.59757233,96.84503937,96.75440979,96.1399231,95.31819916,95.57578278,93.50324249,96.44418335,96.52194214,95.99926758,..,..,..,..,..,..
Ukraine,UKR,"School enrollment, primary (% gross)",SE.PRM.ENRR,106.4425201,100.0811462,98.02895355,96.91538239,96.82164001,98.8184433,100.6326065,100.8658829,101.1218185,99.04093933,..,..,..,..,..,..
Ukraine,UKR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,70.30892181,75.3947525,78.89259338,81.24918365,81.96871185,80.17552948,82.19396973,81.71401978,80.15564728,82.67118073,..,..,..,..,..,..
Ukraine,UKR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,99.97434998,..,..,..,..,..,..,..,..
Ukraine,UKR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,99.96975708,..,..,..,..,..,..,..,..
Ukraine,UKR,"Compulsory education, duration (years)",SE.COM.DURS,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
Ukraine,UKR,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,..,..,..,..,..,..,96.46806335,96.89511871,97.50614929,97.78266907,..,91.5894165,92.29521179,93.38916779,93.50050354,..
Ukraine,UKR,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ukraine,UKR,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ukraine,UKR,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.PO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ukraine,UKR,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ukraine,UKR,"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",SE.TER.CUAT.ST.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ukraine,UKR,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ukraine,UKR,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.MS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ukraine,UKR,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ukraine,UKR,Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,..,..,..,..,..,..,15.6148,16.81825,17.46466,18.0335,..,19.63951,21.67802,..,..,..
Ukraine,UKR,Expenditure on secondary education (% of government expenditure on education),SE.XPD.SECO.ZS,..,..,..,..,..,..,28.5721,28.77495,28.12585,27.8352,..,27.88959,30.73296,..,..,..
Ukraine,UKR,Expenditure on tertiary education (% of government expenditure on education),SE.XPD.TERT.ZS,29.47957,30.49106,30.07421,31.53146,32.39608,..,34.40325,32.41283,31.86929,31.51813,..,30.4587,24.99049,..,..,..
Ukraine,UKR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,6.06441021,6.214799881,6.157209873,6.436210155,7.318019867,7.397079945,6.162370205,6.692329884,6.671659946,5.874939919,5.74255991,5.00977993,5.412260056,5.319479942,5.439650059,..
Mali,MLI,"School enrollment, secondary (% gross)",SE.SEC.ENRR,25.83254051,27.7074604,30.30554008,33.73199081,36.67198944,39.28609848,41.2325592,..,41.81766891,44.0181694,41.72013855,42.99298096,41.52313995,41.0272789,..,..
Mali,MLI,"School enrollment, primary (% gross)",SE.PRM.ENRR,73.93554688,76.76000977,79.28751373,81.27266693,82.71041107,83.42733002,84.19554901,80.90805054,76.06292725,77.07611084,75.68318176,77.17025757,80.17077637,75.6006012,..,..
Mali,MLI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,..,..,..,5.387330055,5.941999912,6.129809856,5.48526001,7.060709953,6.427229881,5.969960213,5.503170013,..,..,..,..,..
Mali,MLI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,26.17654991,..,..,..,31.09975052,30.61866951,..,..,..,33.06888962,..,..,35.47377014,..,30.76140976
Mali,MLI,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,38.81612015,..,..,..,44.30170822,42.09527969,..,..,..,49.36653137,..,..,50.13470078,..,46.157341
Mali,MLI,"Compulsory education, duration (years)",SE.COM.DURS,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Mali,MLI,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,..,..,..,80.89631653,77.5859375,95.01931763,92.28137207,97.59842682,97.52227783,97.11672974,96.17725372,96.38632965,97.02297211,..,..,..
Mali,MLI,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,..,..,..,..,..,..,..,3.212039948,1.589509964,..,2.248359919,..,1.559839964
Mali,MLI,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,..,10.32546043,..,..,..,..,10.93435955,..,..,..,10.76000023,7.794980049,..,10.04080963,..,11.58090019
Mali,MLI,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.PO.ZS,..,1.913830042,..,..,..,..,3.223510027,..,..,..,7.429049969,4.948790073,..,6.181220055,..,2.919329882
Mali,MLI,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..,..,..,..,..,..,16.31406021,..,..,..,15.51797962,12.82666969,..,15.61793995,..,13.00111008
Mali,MLI,"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",SE.TER.CUAT.ST.ZS,..,..,..,..,..,..,..,..,..,..,3.769840002,2.057670116,..,2.811320066,..,2.371530056
Mali,MLI,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..,5.490859985,..,..,..,..,7.964000225,..,..,..,8.330479622,5.641059875,..,7.118770123,..,5.408860207
Mali,MLI,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.MS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.012439966
Mali,MLI,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,..,..,..,..,..,..,..,..,..,..,0.106789999,0.06278,..,0.110440001,..,0.052530002
Mali,MLI,Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,..,..,..,39.02518,43.99744,25.28056,38.46856,38.31502,39.45815,43.18799,45.132,39.57861,44.67033,..,..,..
Mali,MLI,Expenditure on secondary education (% of government expenditure on education),SE.XPD.SECO.ZS,..,..,..,43.51478,39.24395,53.77242,37.97895,39.91703,40.1872,34.11942,33.00698,37.39832,37.00151,..,..,..
Mali,MLI,Expenditure on tertiary education (% of government expenditure on education),SE.XPD.TERT.ZS,..,..,..,16.05913,15.82133,20.74022,23.25758,20.34201,19.03471,21.58739,20.77456,21.74443,17.28712,..,..,..
Mali,MLI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.52218008,..,..,3.403559923,3.869040012,3.343889952,3.754230022,3.479490042,3.284650087,3.648190022,3.801520109,3.094779968,3.789769888,3.882529974,3.438679934,..
Central African Republic,CAF,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,13.61705971,..,17.62453079,17.39388084,..,..,..,15.03944016,17.13537979,..,..,..
Central African Republic,CAF,"School enrollment, primary (% gross)",SE.PRM.ENRR,63.89601135,63.46092987,72.96401978,83.78250122,85.08270264,87.33161163,87.67289734,87.80935669,..,..,..,102.018898,..,..,..,..
Central African Republic,CAF,"School enrollment, tertiary (% gross)",SE.TER.ENRR,..,1.142019987,..,2.342910051,2.5353899,2.671149969,3.137079954,2.98029995,..,..,..,..,..,..,..,..
Central African Republic,CAF,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,36.75260925,..,..,..,..,..,..,..,37.39582062,..,..
Central African Republic,CAF,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,36.35626984,..,..,..,..,..,..,..,38.26865005,..,..
Central African Republic,CAF,"Compulsory education, duration (years)",SE.COM.DURS,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Central African Republic,CAF,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,97.75261688,..,99.04538727,97.72807312,..,98.87496185,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.PO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",SE.TER.CUAT.ST.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
