Country Name,Country Code,Series Name,Series Code,2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Thailand,THA,Urban population growth (annual %),SP.URB.GROW,4.021712774,3.921756995,3.808608247,3.708668852,3.609354512,3.529243598,2.381775083,2.126677175,2.086364115,2.041422889,1.98928888,1.941560138,1.885461063,1.8262913,1.760090945,1.695519941
United States,USA,Urban poverty headcount ratio at national poverty lines (% of urban population),SI.POV.URHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Canada,CAN,Urban poverty headcount ratio at national poverty lines (% of urban population),SI.POV.URHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mexico,MEX,Urban poverty headcount ratio at national poverty lines (% of urban population),SI.POV.URHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,Urban poverty headcount ratio at national poverty lines (% of urban population),SI.POV.URHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chad,TCD,Urban poverty headcount ratio at national poverty lines (% of urban population),SI.POV.URHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mali,MLI,Urban poverty headcount ratio at national poverty lines (% of urban population),SI.POV.URHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Iran, Islamic Rep.",IRN,Urban poverty headcount ratio at national poverty lines (% of urban population),SI.POV.URHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ukraine,UKR,Urban poverty headcount ratio at national poverty lines (% of urban population),SI.POV.URHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Thailand,THA,Urban poverty headcount ratio at national poverty lines (% of urban population),SI.POV.URHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,Rural population (% of total population),SP.RUR.TOTL.ZS,20.072,19.901,19.731,19.562,19.394,19.228,19.056,18.881,18.701,18.517,18.329,18.138,17.942,17.744,17.541,17.336
Canada,CAN,Rural population (% of total population),SP.RUR.TOTL.ZS,19.878,19.787,19.604,19.422,19.242,19.063,18.904,18.863,18.822,18.782,18.741,18.7,18.65,18.589,18.518,18.438
Mexico,MEX,Rural population (% of total population),SP.RUR.TOTL.ZS,23.692,23.384,23.08,22.778,22.48,22.185,21.889,21.595,21.301,21.007,20.715,20.423,20.133,19.844,19.556,19.269
Central African Republic,CAF,Rural population (% of total population),SP.RUR.TOTL.ZS,61.931,61.807,61.661,61.494,61.306,61.096,60.865,60.612,60.337,60.041,59.723,59.382,59.02,58.636,58.23,57.802
Chad,TCD,Rural population (% of total population),SP.RUR.TOTL.ZS,78.199,78.166,78.132,78.099,78.066,78.015,77.946,77.858,77.752,77.628,77.485,77.323,77.142,76.941,76.721,76.48
Mali,MLI,Rural population (% of total population),SP.RUR.TOTL.ZS,67.94,67.168,66.388,65.597,64.8,64.001,63.201,62.401,61.602,60.804,60.009,59.217,58.428,57.644,56.864,56.091
"Iran, Islamic Rep.",IRN,Rural population (% of total population),SP.RUR.TOTL.ZS,32.442,31.761,31.136,30.542,29.955,29.374,28.8,28.245,27.705,27.17,26.642,26.12,25.606,25.102,24.609,24.126
Ukraine,UKR,Rural population (% of total population),SP.RUR.TOTL.ZS,32.21,32.031,31.853,31.675,31.498,31.404,31.311,31.218,31.125,31.032,30.939,30.846,30.754,30.648,30.527,30.392
Thailand,THA,Rural population (% of total population),SP.RUR.TOTL.ZS,62.589,61.327,60.05,58.758,57.457,56.144,55.302,54.555,53.807,53.057,52.306,51.552,50.8,50.051,49.308,48.57
United States,USA,Rural population growth (annual %),SP.RUR.TOTL.ZG,0.073389815,0.10867028,0.09315709,0.085657262,0.014133215,-0.030001843,-0.171767178,-0.188989155,-0.26505129,-0.25541516,-0.284256234,-0.322855438,-0.45384168,-0.583254557,-0.695262033,-0.824661438
Canada,CAN,Rural population growth (annual %),SP.RUR.TOTL.ZG,0.557844254,0.551491249,0.041978149,0.150191984,0.210657043,0.177253215,0.141129968,0.868694356,0.838999351,0.792587518,0.527807559,0.913336126,0.931952478,1.084928031,1.032338383,0.656644459
Mexico,MEX,Rural population growth (annual %),SP.RUR.TOTL.ZG,0.111678012,0.147672581,0.177503138,0.178242448,0.159842847,0.117173388,0.051575849,0.003052324,-0.05522079,-0.112142909,-0.158599751,-0.216377556,-0.26617894,-0.319440697,-0.370590772,-0.420214641
Central African Republic,CAF,Rural population growth (annual %),SP.RUR.TOTL.ZG,1.796726204,1.753816255,1.685812034,1.50811961,1.186224542,0.783431087,0.345169382,-0.015171793,-0.195058313,-0.127663796,0.116484812,0.413163489,0.66601074,0.866369423,0.979842705,1.029097704
Chad,TCD,Rural population growth (annual %),SP.RUR.TOTL.ZG,3.607677401,3.465944657,3.349593543,3.28106834,3.269305064,3.269319988,3.275056698,3.257805661,3.214831221,3.137292184,3.037618332,2.934641948,2.843149671,2.762604652,2.699783848,2.64473716
Mali,MLI,Rural population growth (annual %),SP.RUR.TOTL.ZG,2.120606642,2.151469407,2.169277573,2.130486915,2.038692933,1.917943442,1.786753111,1.67862741,1.612346256,1.598066874,1.619898176,1.64684045,1.657858154,1.657158338,1.633883113,1.602333908
"Iran, Islamic Rep.",IRN,Rural population growth (annual %),SP.RUR.TOTL.ZG,-0.932126751,-0.99200666,-0.885572894,-0.832987003,-0.831711605,-0.816484983,-0.797624906,-0.740722042,-0.690932984,-0.671829357,-0.646127713,-0.622537508,-0.60212342,-0.601441313,-0.631238284,-0.689186129
Ukraine,UKR,Rural population growth (annual %),SP.RUR.TOTL.ZG,-1.330200521,-1.233338617,-1.154133308,-1.101884552,-1.004207641,-0.696136196,-0.656180639,-0.544438087,-0.526044075,-0.778505883,-0.561390717,-0.632379672,-0.685045579,-0.811692035,-0.926580194,-1.01146157
Thailand,THA,Rural population growth (annual %),SP.RUR.TOTL.ZG,-1.319465366,-1.432873091,-1.544356303,-1.649201537,-1.735507575,-1.822079495,-1.031022351,-0.890697712,-0.926765025,-0.972831453,-1.023438112,-1.078993102,-1.124259342,-1.169978716,-1.212091448,-1.257862698
United States,USA,Rural poverty headcount ratio at national poverty lines (% of rural population),SI.POV.RUHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Canada,CAN,Rural poverty headcount ratio at national poverty lines (% of rural population),SI.POV.RUHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mexico,MEX,Rural poverty headcount ratio at national poverty lines (% of rural population),SI.POV.RUHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,Rural poverty headcount ratio at national poverty lines (% of rural population),SI.POV.RUHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chad,TCD,Rural poverty headcount ratio at national poverty lines (% of rural population),SI.POV.RUHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mali,MLI,Rural poverty headcount ratio at national poverty lines (% of rural population),SI.POV.RUHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Iran, Islamic Rep.",IRN,Rural poverty headcount ratio at national poverty lines (% of rural population),SI.POV.RUHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ukraine,UKR,Rural poverty headcount ratio at national poverty lines (% of rural population),SI.POV.RUHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Thailand,THA,Rural poverty headcount ratio at national poverty lines (% of rural population),SI.POV.RUHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,45.88541943,45.86670406,45.90911393,46.05633577,46.27445911,46.27768454,46.26629636,46.1698979,46.08764735,46.14571941,46.05790055,46.04152378,46.17612365,46.19075536,46.29959035,46.29551159
Canada,CAN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,46.63737609,46.8751721,47.0367127,46.97475419,47.20037683,47.31051354,47.26751603,47.39299543,47.46647388,47.32607559,47.17306195,47.30072881,47.40507966,47.50117139,47.38180361,47.09236951
Mexico,MEX,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,35.53124552,36.08433161,36.37416581,36.36195018,36.87874881,36.82106365,37.0622565,37.50917935,37.62525005,37.25366204,37.49982222,37.60167967,37.3923288,37.71694562,38.43918557,38.11371726
Central African Republic,CAF,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,45.83222869,45.73774539,45.6573456,45.59456921,45.55211876,45.53414912,45.41153223,45.30602078,45.2219932,45.15849693,45.11417535,45.18463716,45.27719998,45.38519473,45.49973262,45.24897411
Chad,TCD,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,43.20706277,43.01747077,42.82803236,42.63879303,42.44591585,42.2490351,42.06398991,41.87319747,41.67968644,41.48478833,41.29012735,41.10371836,40.91599613,40.72631217,40.8457224,40.40445253
Mali,MLI,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,44.02624913,43.89634601,43.78611928,43.69500648,43.62037821,43.56569957,43.48158838,43.43006569,43.40113159,43.38770365,44.17020069,43.38365466,42.57205612,42.59209435,42.63086302,42.58951157
"Iran, Islamic Rep.",IRN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,20.16887367,19.93123031,19.25991665,17.71152621,18.50519252,18.24186485,17.10848476,18.13507151,16.31926025,15.950352,17.1328582,18.79342218,19.69652922,19.68427408,19.27258203,16.81878809
Ukraine,UKR,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,51.16866504,51.37440861,51.13558037,50.90366192,50.66676192,50.41445259,50.14381489,49.8558263,49.55505694,49.2543334,48.96051236,48.66672662,48.37932618,48.09560588,47.80912634,47.76337885
Thailand,THA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,46.20089476,45.86088192,46.09262467,46.1142098,45.79216581,45.85597239,46.40791072,46.18553611,45.65181956,45.55347958,45.6560855,45.64665908,45.57929476,45.60868521,45.71061139,45.84014349
United States,USA,"Labor force, total",SL.TLF.TOTL.IN,151976098,153855509,155224880,156907793,157079943,157111093,157163170,157841889,158252925,158910317,159912569,161836238,163395307,164634753,166355636,163738061
Canada,CAN,"Labor force, total",SL.TLF.TOTL.IN,17821886,18030705,18379605,18667574,18799155,19001081,19147395,19322866,19546552,19629145,19747709,19955331,20218270,20396697,20788261,20492683
Mexico,MEX,"Labor force, total",SL.TLF.TOTL.IN,42869547,44352857,45304973,46199021,47176107,47982609,49035908,50512846,51318641,51780845,52732562,53507498,54096291,55190039,56596004,53080123
Central African Republic,CAF,"Labor force, total",SL.TLF.TOTL.IN,1633259,1660600,1688541,1715553,1739671,1759855,1763094,1762364,1761090,1763378,1772055,1796334,1827814,1865485,1907420,1933193
Chad,TCD,"Labor force, total",SL.TLF.TOTL.IN,3421436,3513870,3609400,3709120,3814334,3925808,4034855,4151116,4272988,4398728,4527305,4649302,4774387,4902823,5074502,5085739
Mali,MLI,"Labor force, total",SL.TLF.TOTL.IN,4775015,4918865,5073295,5235390,5401966,5571406,5723043,5880797,6046370,6221961,6404886,6545071,6693151,6916901,7153721,7340643
"Iran, Islamic Rep.",IRN,"Labor force, total",SL.TLF.TOTL.IN,23174601,23257049,23259218,22489530,23380643,23307173,22739600,23379009,23663015,23762811,24705761,25742459,26730481,27200998,27293909,25884148
Ukraine,UKR,"Labor force, total",SL.TLF.TOTL.IN,22538708,22371804,22455478,22353050,22255845,22161401,22024493,21921474,21823579,21661893,21538688,21426851,21297839,21154891,21013649,20425900
Thailand,THA,"Labor force, total",SL.TLF.TOTL.IN,37939157,38013146,38769324,39082810,39127730,38876587,40083149,40234291,39030418,39079265,39026171,38766594,38609507,39029222,38777939,39036695
United States,USA,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,5.079999924,4.619999886,4.619999886,5.78000021,9.25,9.630000114,8.949999809,8.069999695,7.369999886,6.170000076,5.28000021,4.869999886,4.360000134,3.900000095,3.670000076,8.050000191
Canada,CAN,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,6.760000229,6.320000172,6.039999962,6.139999866,8.340000153,8.06000042,7.510000229,7.289999962,7.070000172,6.909999847,6.909999847,7,6.340000153,5.829999924,5.659999847,9.460000038
Mexico,MEX,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,3.559999943,3.569999933,3.630000114,3.869999886,5.360000134,5.300000191,5.170000076,4.889999866,4.909999847,4.809999943,4.309999943,3.859999895,3.420000076,3.279999971,3.480000019,4.449999809
Central African Republic,CAF,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,5.695000172,5.65899992,5.605999947,5.46999979,5.486999989,5.665999889,5.614999771,5.546000004,5.515999794,5.528999805,5.605999947,5.65199995,5.647999763,5.605000019,5.623000145,6.356999874
Chad,TCD,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,0.871999979,0.910000026,0.925000012,0.941999972,0.958999991,0.963999987,1,1.006000042,1.029000044,1.046000004,1.07099998,1.103999972,1.118999958,1.129999995,1.123000026,1.741999984
Mali,MLI,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,9.68900013,10.69900036,11.71000004,10.49400043,9.286999702,8.069999695,6.900000095,6.650000095,6.349999905,6.380000114,7.730000019,7.570000172,7.409999847,7.427999973,7.441999912,7.696000099
"Iran, Islamic Rep.",IRN,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,11.81000042,11.52000046,10.77000046,10.63000011,12.10999966,13.68000031,12.48999977,12.27000046,10.60000038,10.68000031,11.17000008,12.61999989,12.22999954,12.18999958,10.73999977,12.16899967
Ukraine,UKR,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,7.179999828,6.809999943,6.349999905,6.360000134,8.840000153,8.100000381,7.849999905,7.53000021,7.170000076,9.270000458,9.140000343,9.350000381,9.5,8.800000191,8.18999958,9.131999969
Thailand,THA,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,1.350000024,1.220000029,1.179999948,1.179999948,0.949000001,0.620000005,0.660000026,0.579999983,0.25,0.579999983,0.600000024,0.689999998,0.829999983,0.769999981,0.720000029,1.100000024
United States,USA,"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,5.096000195,4.625,4.495999813,5.414000034,8.059000015,8.609999657,8.461000443,7.887000084,7.068999767,6.061999798,5.177999973,4.789000034,4.311999798,3.84100008,3.611000061,8.345000267
Canada,CAN,"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,6.46600008,6.092000008,5.652999878,5.65199995,7.005000114,7.243000031,7.008999825,6.816999912,6.597000122,6.388999939,6.291999817,6.241000175,5.850999832,5.488999844,5.25,9.38599968
Mexico,MEX,"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,3.90899992,3.890000105,4,4.028999805,5.354000092,5.179999828,5.131999969,4.883999825,4.953999996,4.84800005,4.447000027,3.910000086,3.601999998,3.428999901,3.51699996,4.097000122
Central African Republic,CAF,"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,6.703000069,6.672999859,6.602000237,6.420000076,6.493999958,6.781000137,6.699999809,6.600999832,6.517000198,6.478000164,6.553999901,6.583000183,6.521999836,6.407999992,6.392000198,7.178999901
Chad,TCD,"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,0.495000005,0.523000002,0.541000009,0.560000002,0.578000009,0.592000008,0.620000005,0.634000003,0.656000018,0.675000012,0.698000014,0.726000011,0.744000018,0.75999999,0.768999994,1.292999983
Mali,MLI,"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,11.49800014,12.23400021,12.95899963,12.27400017,11.58699989,10.86900043,9.281000137,8.92800045,8.505999565,6.301000118,8.784999847,8.586000443,8.38599968,8.402999878,8.413999557,8.68500042
"Iran, Islamic Rep.",IRN,"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,17.65099907,16.54199982,16.12199974,16.9279995,17.04100037,20.74600029,21.06200027,19.8220005,19.93700027,19.83300018,19.58399963,20.84900093,19.93799973,18.98600006,17.56900024,19.76399994
Ukraine,UKR,"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,6.842000008,6.614999771,6.017000198,6.098999977,7.360000134,6.862999916,6.708000183,6.495999813,6.248000145,7.568999767,8.105999947,7.730000019,7.736999989,7.44299984,7.855999947,8.779000282
